"id","name","city","latitude","longitude","dpcapacity","online_date"
"456","2112 W Peterson Ave","Chicago","41.991178","-87.683593","15","2/10/2015 14:04:42"
"101","63rd St Beach","Chicago","41.78101637196","-87.5761197602","23","7/16/2013 01:27:50"
"109","900 W Harrison St","Chicago","41.874675","-87.650019","19","7/18/2013 16:45:02"
"21","Aberdeen St & Jackson Blvd","Chicago","41.87772613","-87.65478743","15","6/22/2013 19:07:12"
"80","Aberdeen St & Madison (Monroe) St","Chicago","41.881567","-87.655056","19","6/26/2013 19:00:18"
"346","Ada St & Washington Blvd","Chicago","41.88283","-87.661206","15","10/4/2013 14:37:09"
"341","Adler Planetarium","Chicago","41.866095","-87.607267","35","10/3/2013 12:01:36"
"480","Albany (Kedzie) Ave & Montrose Ave","Chicago","41.961041","-87.705866","15","2/10/2015 14:39:09"
"444","Albany Ave & 26th St","Chicago","41.84447501366","-87.7020130128","11","2/10/2015 11:50:50"
"511","Albany Ave & Bloomingdale Ave","Chicago","41.91402671273","-87.705126462","15","2/10/2015 14:51:14"
"376","Artesian Ave & Hubbard St","Chicago","41.88949181977","-87.6882193648","35","1/30/2015 13:59:17"
"275","Ashland Ave & 13th St","Chicago","41.865234","-87.666507","15","9/10/2013 12:20:45"
"208","Ashland Ave & 21st St","Chicago","41.85381","-87.665897","15","8/14/2013 13:01:52"
"555","Ashland Ave & 50th St","Chicago","41.803023","-87.664699","11","5/27/2016 10:16:03"
"563","Ashland Ave & 63rd St","Chicago","41.779374","-87.664843","15","5/27/2016 10:51:39"
"565","Ashland Ave & 66th St","Chicago","41.774074","-87.663815","11","5/27/2016 10:52:35"
"566","Ashland Ave & 69th St","Chicago","41.768726","-87.664069","11","5/27/2016 10:53:08"
"368","Ashland Ave & Archer Ave","Chicago","41.83920868403","-87.6656098589","15","1/30/2015 12:51:19"
"30","Ashland Ave & Augusta Blvd","Chicago","41.899643","-87.6677","15","6/22/2013 20:54:40"
"246","Ashland Ave & Belle Plaine Ave","Chicago","41.956061","-87.668869","11","8/22/2013 12:47:32"
"333","Ashland Ave & Blackhawk St","Chicago","41.907066","-87.667252","15","9/25/2013 16:37:22"
"350","Ashland Ave & Chicago Ave","Chicago","41.895966","-87.667747","15","10/10/2013 14:22:58"
"210","Ashland Ave & Division St","Chicago","41.90345","-87.667747","19","8/14/2013 16:30:43"
"558","Ashland Ave & Garfield Blvd","Chicago","41.792822","-87.664429","11","5/27/2016 10:49:17"
"347","Ashland Ave & Grace St","Chicago","41.950687","-87.6687","15","10/4/2013 16:06:46"
"277","Ashland Ave & Grand Ave","Chicago","41.891072","-87.666611","15","9/10/2013 14:57:08"
"383","Ashland Ave & Harrison St","Chicago","41.87429061424","-87.6672456361","23","1/30/2015 14:28:10"
"119","Ashland Ave & Lake St","Chicago","41.88541","-87.66732","19","7/18/2013 17:21:18"
"552","Ashland Ave & McDowell Ave","Chicago","41.80887","-87.66454","11","5/27/2016 09:30:22"
"547","Ashland Ave & Pershing Rd","Chicago","41.823465","-87.665577","11","5/27/2016 09:24:35"
"250","Ashland Ave & Wellington Ave","Chicago","41.936083","-87.669807","19","8/23/2013 09:09:59"
"166","Ashland Ave & Wrightwood Ave","Chicago ","41.92883","-87.668507","15","7/19/2013 10:07:29"
"524","Austin Blvd & Chicago Ave","Chicago","41.894887","-87.774704","11","5/24/2016 15:45:52"
"532","Austin Blvd & Lake St","Chicago","41.887919","-87.774446","15","5/27/2016 08:38:49"
"496","Avers Ave & Belmont Ave","Chicago","41.939364","-87.722247","11","2/10/2015 14:47:18"
"483","Avondale Ave & Irving Park Rd","Chicago","41.953393","-87.732002","19","2/10/2015 14:39:46"
"578","Bennett Ave & 79th St","Chicago","41.751785","-87.578496","11","5/27/2016 11:31:44"
"113","Bissell St & Armitage Ave","Chicago ","41.91844","-87.65222","15","7/18/2013 17:09:35"
"121","Blackstone Ave & Hyde Park Blvd","Chicago","41.802562","-87.590368","19","7/18/2013 17:22:27"
"129","Blue Island Ave & 18th St","Chicago ","41.857556","-87.661535","15","7/18/2013 17:56:35"
"522","Bosworth Ave & Howard St","Chicago","42.019537","-87.669563","15","5/24/2016 15:43:13"
"295","Broadway & Argyle St","Chicago","41.973815","-87.65966","15","9/17/2013 17:38:47"
"300","Broadway & Barry Ave","Chicago","41.937725","-87.644095","19","9/18/2013 15:13:12"
"296","Broadway & Belmont Ave","Chicago","41.940106","-87.645451","15","9/17/2013 17:48:58"
"294","Broadway & Berwyn Ave","Chicago","41.978353","-87.659753","15","9/17/2013 15:42:58"
"303","Broadway & Cornelia Ave","Chicago","41.945529","-87.646439","23","9/19/2013 09:39:45"
"454","Broadway & Granville Ave","Chicago","41.9947796884","-87.6602845349","15","2/10/2015 14:04:12"
"461","Broadway & Ridge Ave","Chicago","41.9840446107","-87.6602738295","15","2/10/2015 14:05:50"
"256","Broadway & Sheridan Rd","Chicago","41.952833","-87.649993","15","8/31/2013 11:54:12"
"458","Broadway & Thorndale Ave","Chicago","41.98974251144","-87.6601406209","19","2/10/2015 14:05:11"
"304","Broadway & Waveland Ave","Chicago","41.949065","-87.648601","15","9/19/2013 12:10:46"
"293","Broadway & Wilson Ave","Chicago","41.965485","-87.657238","19","9/17/2013 14:59:37"
"2","Buckingham Fountain","Chicago","41.88106","-87.619486","27","6/10/2013 10:43:46"
"468","Budlong Woods Library","Chicago","41.98366470886","-87.6964225611","15","2/10/2015 14:12:00"
"4","Burnham Harbor","Chicago","41.856268","-87.613348","23","6/10/2013 10:46:02"
"348","California Ave & 21st St","Chicago","41.854016","-87.695445","15","10/9/2013 16:13:07"
"442","California Ave & 23rd Pl","Chicago","41.84910969176","-87.6951398068","15","2/10/2015 11:50:23"
"445","California Ave & 26th St","Chicago","41.84404003127","-87.6952959227","11","2/10/2015 11:51:07"
"502","California Ave & Altgeld St","Chicago","41.92669","-87.697668","15","2/10/2015 14:48:55"
"487","California Ave & Byron St","Chicago","41.95216219326","-87.698051113","19","2/10/2015 14:40:41"
"622","California Ave & Cortez St","Chicago","41.900363","-87.696704","0","4/27/2017 09:17:08"
"216","California Ave & Division St","Chicago","41.903029","-87.697474","15","8/15/2013 14:13:09"
"498","California Ave & Fletcher St","Chicago","41.93842879148","-87.698007756","19","2/10/2015 14:47:54"
"259","California Ave & Francis Pl","Chicago","41.918121","-87.696972","15","9/3/2013 09:39:15"
"378","California Ave & Lake St","Chicago","41.88445395657","-87.6962981368","15","1/30/2015 14:00:13"
"123","California Ave & Milwaukee Ave","Chicago","41.922695","-87.697153","15","7/18/2013 17:23:40"
"481","California Ave & Montrose Ave","Chicago","41.961068","-87.695439","15","2/10/2015 14:39:21"
"276","California Ave & North Ave","Chicago","41.91044","-87.6972","11","9/10/2013 14:24:37"
"338","Calumet Ave & 18th St","Chicago","41.857611","-87.619407","15","9/26/2013 15:59:54"
"370","Calumet Ave & 21st St","Chicago","41.85418424947","-87.6191537415","15","1/30/2015 13:02:13"
"149","Calumet Ave & 33rd St","Chicago ","41.8349","-87.61793","11","7/19/2013 09:23:13"
"335","Calumet Ave & 35th St","Chicago","41.831379","-87.618034","15","9/26/2013 10:33:04"
"415","Calumet Ave & 51st St","Chicago","41.80229465088","-87.6180535802","15","1/30/2015 17:41:54"
"393","Calumet Ave & 71st St","Chicago","41.76550800581","-87.616917925","11","1/30/2015 14:45:10"
"504","Campbell Ave & Fullerton Ave","Chicago","41.92463247165","-87.6893070063","15","2/10/2015 14:49:25"
"482","Campbell Ave & Montrose Ave","Chicago","41.96152593287","-87.6911650414","15","2/10/2015 14:39:32"
"160","Campbell Ave & North Ave","Chicago","41.910535","-87.689556","15","7/19/2013 09:57:20"
"192","Canal St & Adams St","Chicago","41.879255","-87.639904","47","8/6/2013 13:27:29"
"169","Canal St & Harrison St","Chicago ","41.874337","-87.639566","15","7/19/2013 10:09:06"
"75","Canal St & Jackson Blvd","Chicago","41.877245","-87.639366","31","6/26/2013 15:21:54"
"174","Canal St & Madison St","Chicago ","41.882091","-87.639833","27","7/19/2013 11:07:46"
"191","Canal St & Monroe St (*)","Chicago","41.880884","-87.639525","28","8/6/2013 13:14:16"
"414","Canal St & Taylor St","Chicago","41.870257","-87.639474","15","1/30/2015 17:40:54"
"34","Cannon Dr & Fullerton Ave","Chicago","41.9267559875","-87.6344287848","15","6/22/2013 21:09:55"
"92","Carpenter St & Huron St","Chicago","41.894556","-87.653449","19","6/27/2013 08:58:55"
"550","Central Ave & Chicago Ave","Chicago","41.894958","-87.764902","11","5/27/2016 09:25:56"
"541","Central Ave & Harrison St","Chicago","41.872993","-87.764499","15","5/27/2016 08:49:17"
